GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_NAME	GO ASPECT
UniProtKB	A0A075F932	SYT1	involved_in	GO:0007269	neurotransmitter secretion	8845	Synaptotagmin-1	P
UniProtKB	A0A075F932	SYT1	part_of	GO:0008021	synaptic vesicle	8845	Synaptotagmin-1	C
UniProtKB	A0A075F932	SYT1	part_of	GO:0030672	synaptic vesicle membrane	8845	Synaptotagmin-1	C
UniProtKB	A0A075F932	SYT1	part_of	GO:0008021	synaptic vesicle	8845	Synaptotagmin-1	C
UniProtKB	A0A0R4IES7	si:ch211-233a24.2	involved_in	GO:0048488	synaptic vesicle endocytosis	7955	Transmembrane protein KIAA1109 homolog	P
UniProtKB	A0A0R4IES7	si:ch211-233a24.2	part_of	GO:0098793	presynapse	7955	Transmembrane protein KIAA1109 homolog	C
UniProtKB	A0PA85	GAD1	part_of	GO:0048786	presynaptic active zone	9615	Glutamate decarboxylase 1	C
UniProtKB	A0PA85	GAD1	part_of	GO:0043679	axon terminus	9615	Glutamate decarboxylase 1	C
UniProtKB	A1A5K6	tbc1d24	part_of	GO:0098793	presynapse	8355	TBC1 domain family member 24	C
UniProtKB	A1E2I4	MX1	involved_in	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	9544	Interferon-induced GTP-binding protein Mx1	P
UniProtKB	A1E2I4	MX1	part_of	GO:0098793	presynapse	9544	Interferon-induced GTP-binding protein Mx1	C
UniProtKB	A1E2I5	MX2	involved_in	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	9544	Interferon-induced GTP-binding protein Mx2	P
UniProtKB	A1E2I5	MX2	part_of	GO:0098793	presynapse	9544	Interferon-induced GTP-binding protein Mx2	C
UniProtKB	A1Z7G7	Cirl	part_of	GO:0008021	synaptic vesicle	7227	Latrophilin Cirl	C
UniProtKB	A1Z7G7	Cirl	involved_in	GO:0007269	neurotransmitter secretion	7227	Latrophilin Cirl	P
UniProtKB	A1Z9S1	Blos1	involved_in	GO:0036466	synaptic vesicle recycling via endosome	7227	Biogenesis of lysosome-related organelles complex 1 subunit 1	P
UniProtKB	A1Z9S1	Blos1	part_of	GO:0098793	presynapse	7227	Biogenesis of lysosome-related organelles complex 1 subunit 1	C
UniProtKB	A1ZBD6	Mctp	part_of	GO:0030672	synaptic vesicle membrane	7227	Multiple C2 and transmembrane domain-containing protein	C
UniProtKB	A2AAE1	Kiaa1109	involved_in	GO:0048488	synaptic vesicle endocytosis	10090	Transmembrane protein KIAA1109	P
UniProtKB	A2AAE1	Kiaa1109	part_of	GO:0098793	presynapse	10090	Transmembrane protein KIAA1109	C
UniProtKB	A2AJT4	Pnisr	part_of	GO:0048786	presynaptic active zone	10090	Arginine/serine-rich protein PNISR	C
UniProtKB	A2AKY4	Znf804a	part_of	GO:0098793	presynapse	10090	Zinc finger protein 804A	C
UniProtKB	A2AKY4	Znf804a	part_of	GO:0098793	presynapse	10090	Zinc finger protein 804A	C
UniProtKB	A2ANU3	Syndig1	involved_in	GO:0097091	synaptic vesicle clustering	10090	Synapse differentiation-inducing gene protein 1	P
UniProtKB	A2ANU3	Syndig1	acts_upstream_of_or_within	GO:0097091	synaptic vesicle clustering	10090	Synapse differentiation-inducing gene protein 1	P
UniProtKB	A2ANU3	Syndig1	involved_in	GO:0097091	synaptic vesicle clustering	10090	Synapse differentiation-inducing gene protein 1	P
UniProtKB	A2ANU3	Syndig1	part_of	GO:0098793	presynapse	10090	Synapse differentiation-inducing gene protein 1	C
UniProtKB	A2ANU3	Syndig1	part_of	GO:0098793	presynapse	10090	Synapse differentiation-inducing gene protein 1	C
UniProtKB	A2ANU3	Syndig1	part_of	GO:0098793	presynapse	10090	Synapse differentiation-inducing gene protein 1	C
UniProtKB	A2APX8	Scn1a	part_of	GO:0099056	integral component of presynaptic membrane	10090	Sodium channel protein type 1 subunit alpha	C
UniProtKB	A2BGU8	septin3	part_of	GO:0099569	presynaptic cytoskeleton	7955	Neuronal-specific septin-3	C
UniProtKB	A2BGU8	septin3	part_of	GO:0098793	presynapse	7955	Neuronal-specific septin-3	C
UniProtKB	A2CG49	Kalrn	part_of	GO:0098793	presynapse	10090	Kalirin	C
UniProtKB	A2Q0Z1	HSPA8	part_of	GO:0099523	presynaptic cytosol	9796	Heat shock cognate 71 kDa protein	C
UniProtKB	A2Q0Z1	HSPA8	part_of	GO:0043195	terminal bouton	9796	Heat shock cognate 71 kDa protein	C
UniProtKB	A2VE58	SYNGR3	part_of	GO:0030672	synaptic vesicle membrane	9913	Synaptogyrin-3	C
UniProtKB	A2VE58	SYNGR3	part_of	GO:0008021	synaptic vesicle	9913	Synaptogyrin-3	C
UniProtKB	A2VE58	SYNGR3	part_of	GO:0008021	synaptic vesicle	9913	Synaptogyrin-3	C
UniProtKB	A2VE58	SYNGR3	part_of	GO:0030672	synaptic vesicle membrane	9913	Synaptogyrin-3	C
UniProtKB	A3KN33	EGFLAM	part_of	GO:0048786	presynaptic active zone	9913	Pikachurin	C
UniProtKB	A4FV27	LAMP5	part_of	GO:0030672	synaptic vesicle membrane	9913	Lysosome-associated membrane glycoprotein 5	C
UniProtKB	A4FV52	SLC17A7	involved_in	GO:0098700	neurotransmitter loading into synaptic vesicle	9913	Vesicular glutamate transporter 1	P
UniProtKB	A4FV52	SLC17A7	part_of	GO:0030285	integral component of synaptic vesicle membrane	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV52	SLC17A7	part_of	GO:0030672	synaptic vesicle membrane	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV52	SLC17A7	involved_in	GO:0098700	neurotransmitter loading into synaptic vesicle	9913	Vesicular glutamate transporter 1	P
UniProtKB	A4FV52	SLC17A7	involved_in	GO:0097401	synaptic vesicle lumen acidification	9913	Vesicular glutamate transporter 1	P
UniProtKB	A4FV52	SLC17A7	part_of	GO:0008021	synaptic vesicle	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV52	SLC17A7	part_of	GO:0048786	presynaptic active zone	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV52	SLC17A7	part_of	GO:0030672	synaptic vesicle membrane	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV52	SLC17A7	part_of	GO:0030672	synaptic vesicle membrane	9913	Vesicular glutamate transporter 1	C
UniProtKB	A4FV54	RAB8A	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-8A	C
UniProtKB	A4GTP4	Elk1	part_of	GO:0043679	axon terminus	10116	ETS domain-containing protein Elk-1	C
UniProtKB	A4IGL3	lamp5	part_of	GO:0030672	synaptic vesicle membrane	8364	Lysosome-associated membrane glycoprotein 5	C
UniProtKB	A4IHB9	slc9b2	part_of	GO:0030672	synaptic vesicle membrane	8364	Sodium/hydrogen exchanger 9B2	C
UniProtKB	A5PJN0	SCGN	part_of	GO:0043195	terminal bouton	9913	Secretagogin	C
UniProtKB	A5PJN0	SCGN	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	9913	Secretagogin	P
UniProtKB	A5PJU9	SEPTIN1	part_of	GO:0008021	synaptic vesicle	9913	Septin-1	C
UniProtKB	A6H7I5	DNM2	involved_in	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	9913	Dynamin-2	P
UniProtKB	A6H7I5	DNM2	part_of	GO:0098793	presynapse	9913	Dynamin-2	C
UniProtKB	A6QLI1	SLC17A6	involved_in	GO:0098700	neurotransmitter loading into synaptic vesicle	9913	Vesicular glutamate transporter 2	P
UniProtKB	A6QLI1	SLC17A6	part_of	GO:0030285	integral component of synaptic vesicle membrane	9913	Vesicular glutamate transporter 2	C
UniProtKB	A6QLI1	SLC17A6	part_of	GO:0030672	synaptic vesicle membrane	9913	Vesicular glutamate transporter 2	C
UniProtKB	A6QLI1	SLC17A6	involved_in	GO:0098700	neurotransmitter loading into synaptic vesicle	9913	Vesicular glutamate transporter 2	P
UniProtKB	A6QLI1	SLC17A6	part_of	GO:0030672	synaptic vesicle membrane	9913	Vesicular glutamate transporter 2	C
UniProtKB	A6QLK6	GRAP	part_of	GO:0098793	presynapse	9913	GRB2-related adapter protein	C
UniProtKB	A6QP11	SNAP47	involved_in	GO:0016082	synaptic vesicle priming	9913	Synaptosomal-associated protein 47	P
UniProtKB	A6QP11	SNAP47	involved_in	GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	9913	Synaptosomal-associated protein 47	P
UniProtKB	A6QP11	SNAP47	part_of	GO:0098793	presynapse	9913	Synaptosomal-associated protein 47	C
UniProtKB	A6QQX9	TMEM163	part_of	GO:0030285	integral component of synaptic vesicle membrane	9913	Transmembrane protein 163	C
UniProtKB	A6QQX9	TMEM163	part_of	GO:0030285	integral component of synaptic vesicle membrane	9913	Transmembrane protein 163	C
UniProtKB	A6QQX9	TMEM163	part_of	GO:0030672	synaptic vesicle membrane	9913	Transmembrane protein 163	C
UniProtKB	A7E3W5	SYNGR2	part_of	GO:0030672	synaptic vesicle membrane	9913	Synaptogyrin-2	C
UniProtKB	A7E3W5	SYNGR2	part_of	GO:0030672	synaptic vesicle membrane	9913	Synaptogyrin-2	C
UniProtKB	A7E3W5	SYNGR2	part_of	GO:0008021	synaptic vesicle	9913	Synaptogyrin-2	C
UniProtKB	A7E3W5	SYNGR2	part_of	GO:0030672	synaptic vesicle membrane	9913	Synaptogyrin-2	C
UniProtKB	A7MBI0	PACSIN1	involved_in	GO:0048488	synaptic vesicle endocytosis	9913	Protein kinase C and casein kinase substrate in neurons protein 1	P
UniProtKB	A7MBI0	PACSIN1	part_of	GO:0043679	axon terminus	9913	Protein kinase C and casein kinase substrate in neurons protein 1	C
UniProtKB	A7VK00	MX2	involved_in	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	9823	Interferon-induced GTP-binding protein Mx2	P
UniProtKB	A7VK00	MX2	part_of	GO:0098793	presynapse	9823	Interferon-induced GTP-binding protein Mx2	C
UniProtKB	A7Y521	COPS4	part_of	GO:0008021	synaptic vesicle	9823	COP9 signalosome complex subunit 4	C
UniProtKB	A8E5U3	borcs5	part_of	GO:0030672	synaptic vesicle membrane	8364	BLOC-1-related complex subunit 5	C
UniProtKB	A8MWL6	A8MWL6	part_of	GO:0030672	synaptic vesicle membrane	9606	Putative synaptogyrin-2 like protein	C
UniProtKB	A8QGZ7	Bm1_56115	part_of	GO:0098793	presynapse	6279	F-box/SPRY domain-containing protein 1	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0008021	synaptic vesicle	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0008021	synaptic vesicle	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0044305	calyx of Held	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0030672	synaptic vesicle membrane	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0048786	presynaptic active zone	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WCF8	Tprg1l	part_of	GO:0008021	synaptic vesicle	10116	Tumor protein p63-regulated gene 1-like protein	C
UniProtKB	A8WFR0	lamp5	part_of	GO:0030672	synaptic vesicle membrane	7955	Lysosome-associated membrane glycoprotein 5	C
UniProtKB	A8WVD0	unc-64	involved_in	GO:0007269	neurotransmitter secretion	6238	Syntaxin-1A	P
UniProtKB	A8WVD0	unc-64	part_of	GO:0008021	synaptic vesicle	6238	Syntaxin-1A	C
UniProtKB	A8WVD0	unc-64	part_of	GO:0042734	presynaptic membrane	6238	Syntaxin-1A	C
UniProtKB	A8WVD0	unc-64	part_of	GO:0048787	presynaptic active zone membrane	6238	Syntaxin-1A	C
UniProtKB	A8WVD0	unc-64	involved_in	GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	6238	Syntaxin-1A	P
UniProtKB	A8WVD0	unc-64	involved_in	GO:0007269	neurotransmitter secretion	6238	Syntaxin-1A	P
UniProtKB	A8XT88	fsn-1	part_of	GO:0098793	presynapse	6238	F-box/SPRY domain-containing protein 1	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030672	synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	A9CMA6	Tmem163	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Transmembrane protein 163	C
UniProtKB	B0BNF1	Septin8	part_of	GO:0098793	presynapse	10116	Septin-8	C
UniProtKB	B0BNF1	Septin8	part_of	GO:0030672	synaptic vesicle membrane	10116	Septin-8	C
UniProtKB	B0BNF1	Septin8	part_of	GO:0098793	presynapse	10116	Septin-8	C
UniProtKB	B0BNF1	Septin8	part_of	GO:0098793	presynapse	10116	Septin-8	C
UniProtKB	B0BNF1	Septin8	part_of	GO:0098793	presynapse	10116	Septin-8	C
UniProtKB	B0BNK7	Lrfn3	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	C
UniProtKB	B0BNK7	Lrfn3	part_of	GO:0042734	presynaptic membrane	10116	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	C
UniProtKB	B0BNK7	Lrfn3	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	C
UniProtKB	B0BNK7	Lrfn3	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	C
UniProtKB	B0BNK7	Lrfn3	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	C
UniProtKB	B0F2B4	Nlgn4l	involved_in	GO:0048488	synaptic vesicle endocytosis	10090	Neuroligin 4-like	P
UniProtKB	B0F2B4	Nlgn4l	part_of	GO:0098793	presynapse	10090	Neuroligin 4-like	C
UniProtKB	B0KWP7	SEPTIN8	part_of	GO:0098793	presynapse	9483	Septin-8	C
UniProtKB	B0KWP7	SEPTIN8	part_of	GO:0098793	presynapse	9483	Septin-8	C
UniProtKB	B0KWP7	SEPTIN8	part_of	GO:0030672	synaptic vesicle membrane	9483	Septin-8	C
UniProtKB	B0V2N1	Ptprs	part_of	GO:0030285	integral component of synaptic vesicle membrane	10090	Receptor-type tyrosine-protein phosphatase S	C
UniProtKB	B0V2N1	Ptprs	part_of	GO:0030285	integral component of synaptic vesicle membrane	10090	Receptor-type tyrosine-protein phosphatase S	C
UniProtKB	B0V2N1	Ptprs	part_of	GO:0099056	integral component of presynaptic membrane	10090	Receptor-type tyrosine-protein phosphatase S	C
UniProtKB	B0V2N1	Ptprs	part_of	GO:0030672	synaptic vesicle membrane	10090	Receptor-type tyrosine-protein phosphatase S	C
UniProtKB	B0V2N1	Ptprs	part_of	GO:0099056	integral component of presynaptic membrane	10090	Receptor-type tyrosine-protein phosphatase S	C
UniProtKB	B1AS29	Grik3	part_of	GO:0042734	presynaptic membrane	10090	Glutamate receptor ionotropic, kainate 3	C
UniProtKB	B1AS29	Grik3	part_of	GO:0043195	terminal bouton	10090	Glutamate receptor ionotropic, kainate 3	C
UniProtKB	B1AS29	Grik3	enables	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Glutamate receptor ionotropic, kainate 3	F
UniProtKB	B1AS29	Grik3	enables	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Glutamate receptor ionotropic, kainate 3	F
UniProtKB	B1AS29	Grik3	enables	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Glutamate receptor ionotropic, kainate 3	F
UniProtKB	B1AS29	Grik3	enables	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Glutamate receptor ionotropic, kainate 3	F
UniProtKB	B1AS29	Grik3	enables	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Glutamate receptor ionotropic, kainate 3	F
UniProtKB	B1AWN6	Scn2a	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Sodium channel protein type 2 subunit alpha	F
UniProtKB	B1AWN6	Scn2a	part_of	GO:0099056	integral component of presynaptic membrane	10090	Sodium channel protein type 2 subunit alpha	C
UniProtKB	B1H120	septin8	part_of	GO:0098793	presynapse	8364	Septin-8	C
UniProtKB	B1H120	septin8	part_of	GO:0030672	synaptic vesicle membrane	8364	Septin-8	C
UniProtKB	B1H120	septin8	part_of	GO:0098793	presynapse	8364	Septin-8	C
UniProtKB	B1H134	flrt3	part_of	GO:0043679	axon terminus	8364	Leucine-rich repeat transmembrane protein FLRT3	C
UniProtKB	B1H234	Flrt3	part_of	GO:0043679	axon terminus	10116	Leucine-rich repeat transmembrane protein FLRT3	C
UniProtKB	B1H234	Flrt3	part_of	GO:0042734	presynaptic membrane	10116	Leucine-rich repeat transmembrane protein FLRT3	C
UniProtKB	B1MTN8	SEPTIN8	part_of	GO:0098793	presynapse	9523	Septin-8	C
UniProtKB	B1MTN8	SEPTIN8	part_of	GO:0030672	synaptic vesicle membrane	9523	Septin-8	C
UniProtKB	B1MTN8	SEPTIN8	part_of	GO:0098793	presynapse	9523	Septin-8	C
UniProtKB	B1V8A0	unc-57	part_of	GO:0008021	synaptic vesicle	6239	Endophilin-A homolog	C
UniProtKB	B2DD29	Brsk1	part_of	GO:0008021	synaptic vesicle	10116	Serine/threonine-protein kinase BRSK1	C
UniProtKB	B2DD29	Brsk1	involved_in	GO:0007269	neurotransmitter secretion	10116	Serine/threonine-protein kinase BRSK1	P
UniProtKB	B2DD29	Brsk1	involved_in	GO:0099504	synaptic vesicle cycle	10116	Serine/threonine-protein kinase BRSK1	P
UniProtKB	B2DD29	Brsk1	involved_in	GO:0099504	synaptic vesicle cycle	10116	Serine/threonine-protein kinase BRSK1	P
UniProtKB	B2DD29	Brsk1	part_of	GO:0008021	synaptic vesicle	10116	Serine/threonine-protein kinase BRSK1	C
UniProtKB	B2DD29	Brsk1	part_of	GO:0048786	presynaptic active zone	10116	Serine/threonine-protein kinase BRSK1	C
UniProtKB	B2KIE9	SEPTIN8	part_of	GO:0098793	presynapse	59479	Septin-8	C
UniProtKB	B2KIE9	SEPTIN8	part_of	GO:0030672	synaptic vesicle membrane	59479	Septin-8	C
UniProtKB	B2KIE9	SEPTIN8	part_of	GO:0098793	presynapse	59479	Septin-8	C
UniProtKB	B2RQC6	Cad	part_of	GO:0043195	terminal bouton	10090	CAD protein	C
UniProtKB	B2RQC6	Cad	part_of	GO:0043195	terminal bouton	10090	CAD protein	C
UniProtKB	B2RUJ5	Apba1	part_of	GO:0008021	synaptic vesicle	10090	Amyloid-beta A4 precursor protein-binding family A member 1	C
UniProtKB	B2RUJ5	Apba1	part_of	GO:0048787	presynaptic active zone membrane	10090	Amyloid-beta A4 precursor protein-binding family A member 1	C
UniProtKB	B3M301	spas	part_of	GO:0008021	synaptic vesicle	7217	Spastin	C
UniProtKB	B3M301	spas	part_of	GO:0043195	terminal bouton	7217	Spastin	C
UniProtKB	B3M3X7	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7217	Protein wntless	C
UniProtKB	B3M3X7	wls	part_of	GO:0042734	presynaptic membrane	7217	Protein wntless	C
UniProtKB	B3M3X7	wls	part_of	GO:0099056	integral component of presynaptic membrane	7217	Protein wntless	C
UniProtKB	B3M3X7	wls	part_of	GO:0042734	presynaptic membrane	7217	Protein wntless	C
UniProtKB	B3M3X7	wls	part_of	GO:0042734	presynaptic membrane	7217	Protein wntless	C
UniProtKB	B3M3X7	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7217	Protein wntless	C
UniProtKB	B3M9W1	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7217	Calcium channel flower	C
UniProtKB	B3M9W1	flower	involved_in	GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	7217	Calcium channel flower	P
UniProtKB	B3M9W1	flower	involved_in	GO:0150008	bulk synaptic vesicle endocytosis	7217	Calcium channel flower	P
UniProtKB	B3M9W1	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7217	Calcium channel flower	P
UniProtKB	B3M9W1	flower	involved_in	GO:0150007	clathrin-dependent synaptic vesicle endocytosis	7217	Calcium channel flower	P
UniProtKB	B3M9W1	flower	part_of	GO:0030672	synaptic vesicle membrane	7217	Calcium channel flower	C
UniProtKB	B3M9W1	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7217	Calcium channel flower	C
UniProtKB	B3M9W1	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7217	Calcium channel flower	P
UniProtKB	B3NDM7	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7220	Calcium channel flower	C
UniProtKB	B3NDM7	flower	involved_in	GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	7220	Calcium channel flower	P
UniProtKB	B3NDM7	flower	involved_in	GO:0150008	bulk synaptic vesicle endocytosis	7220	Calcium channel flower	P
UniProtKB	B3NDM7	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7220	Calcium channel flower	P
UniProtKB	B3NDM7	flower	involved_in	GO:0150007	clathrin-dependent synaptic vesicle endocytosis	7220	Calcium channel flower	P
UniProtKB	B3NDM7	flower	part_of	GO:0030672	synaptic vesicle membrane	7220	Calcium channel flower	C
UniProtKB	B3NDM7	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7220	Calcium channel flower	C
UniProtKB	B3NDM7	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7220	Calcium channel flower	P
UniProtKB	B3NGS7	wls	part_of	GO:0042734	presynaptic membrane	7220	Protein wntless	C
UniProtKB	B3NGS7	wls	part_of	GO:0042734	presynaptic membrane	7220	Protein wntless	C
UniProtKB	B3NGS7	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7220	Protein wntless	C
UniProtKB	B3P8A3	spas	part_of	GO:0008021	synaptic vesicle	7220	Spastin	C
UniProtKB	B3P8A3	spas	part_of	GO:0043195	terminal bouton	7220	Spastin	C
UniProtKB	B4F785	Egflam	part_of	GO:0048786	presynaptic active zone	10116	Pikachurin	C
UniProtKB	B4G437	spas	part_of	GO:0008021	synaptic vesicle	7234	Spastin	C
UniProtKB	B4G437	spas	part_of	GO:0043195	terminal bouton	7234	Spastin	C
UniProtKB	B4GRI8	flower	part_of	GO:0030672	synaptic vesicle membrane	7234	Calcium channel flower	C
UniProtKB	B4GRI8	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7234	Calcium channel flower	C
UniProtKB	B4GRI8	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7234	Calcium channel flower	P
UniProtKB	B4GZN1	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7234	Protein wntless	C
UniProtKB	B4GZN1	wls	part_of	GO:0042734	presynaptic membrane	7234	Protein wntless	C
UniProtKB	B4GZN1	wls	part_of	GO:0099056	integral component of presynaptic membrane	7234	Protein wntless	C
UniProtKB	B4GZN1	wls	part_of	GO:0042734	presynaptic membrane	7234	Protein wntless	C
UniProtKB	B4GZN1	wls	part_of	GO:0042734	presynaptic membrane	7234	Protein wntless	C
UniProtKB	B4GZN1	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7234	Protein wntless	C
UniProtKB	B4HEB1	wls	part_of	GO:0042734	presynaptic membrane	7238	Protein wntless	C
UniProtKB	B4HEB1	wls	part_of	GO:0042734	presynaptic membrane	7238	Protein wntless	C
UniProtKB	B4HEB1	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7238	Protein wntless	C
UniProtKB	B4HGG6	spas	part_of	GO:0008021	synaptic vesicle	7238	Spastin	C
UniProtKB	B4HGG6	spas	part_of	GO:0043195	terminal bouton	7238	Spastin	C
UniProtKB	B4HIJ8	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7238	Calcium channel flower	C
UniProtKB	B4HIJ8	flower	involved_in	GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	7238	Calcium channel flower	P
UniProtKB	B4HIJ8	flower	involved_in	GO:0150008	bulk synaptic vesicle endocytosis	7238	Calcium channel flower	P
UniProtKB	B4HIJ8	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7238	Calcium channel flower	P
UniProtKB	B4HIJ8	flower	involved_in	GO:0150007	clathrin-dependent synaptic vesicle endocytosis	7238	Calcium channel flower	P
UniProtKB	B4HIJ8	flower	part_of	GO:0030672	synaptic vesicle membrane	7238	Calcium channel flower	C
UniProtKB	B4HIJ8	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7238	Calcium channel flower	C
UniProtKB	B4HIJ8	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7238	Calcium channel flower	P
UniProtKB	B4J043	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7222	Calcium channel flower	C
UniProtKB	B4J043	flower	involved_in	GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	7222	Calcium channel flower	P
UniProtKB	B4J043	flower	involved_in	GO:0150008	bulk synaptic vesicle endocytosis	7222	Calcium channel flower	P
UniProtKB	B4J043	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7222	Calcium channel flower	P
UniProtKB	B4J043	flower	involved_in	GO:0150007	clathrin-dependent synaptic vesicle endocytosis	7222	Calcium channel flower	P
UniProtKB	B4J043	flower	part_of	GO:0030672	synaptic vesicle membrane	7222	Calcium channel flower	C
UniProtKB	B4J043	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7222	Calcium channel flower	C
UniProtKB	B4J043	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7222	Calcium channel flower	P
UniProtKB	B4J2W3	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7222	Protein wntless	C
UniProtKB	B4J2W3	wls	part_of	GO:0042734	presynaptic membrane	7222	Protein wntless	C
UniProtKB	B4J2W3	wls	part_of	GO:0099056	integral component of presynaptic membrane	7222	Protein wntless	C
UniProtKB	B4J2W3	wls	part_of	GO:0042734	presynaptic membrane	7222	Protein wntless	C
UniProtKB	B4J2W3	wls	part_of	GO:0042734	presynaptic membrane	7222	Protein wntless	C
UniProtKB	B4J2W3	wls	part_of	GO:0030285	integral component of synaptic vesicle membrane	7222	Protein wntless	C
UniProtKB	B4JII0	spas	part_of	GO:0008021	synaptic vesicle	7222	Spastin	C
UniProtKB	B4JII0	spas	part_of	GO:0043195	terminal bouton	7222	Spastin	C
UniProtKB	B4K799	spas	part_of	GO:0008021	synaptic vesicle	7230	Spastin	C
UniProtKB	B4K799	spas	part_of	GO:0043195	terminal bouton	7230	Spastin	C
UniProtKB	B4L0H1	flower	part_of	GO:0030672	synaptic vesicle membrane	7230	Calcium channel flower	C
UniProtKB	B4L0H1	flower	part_of	GO:0030285	integral component of synaptic vesicle membrane	7230	Calcium channel flower	C
UniProtKB	B4L0H1	flower	involved_in	GO:0048488	synaptic vesicle endocytosis	7230	Calcium channel flower	P
UniProtKB	B4L184	wls	part_of	GO:0042734	presynaptic membrane	7230	Protein wntless	C
